domain,nameserver,ip,request,response,tc
dihoo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,79,187,
dihoo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,79,187,
directduidelijk.gebruikercentraal.nl,plesk-live.nmp.ictu.nl.,,107,,
directduidelijk.nl,ns3.webhostingserver.nl.,139.162.172.251,89,207,
directduidelijk.nl,ns2.webhostingserver.nl.,178.22.60.36,89,207,
directduidelijk.nl,ns1.webhostingserver.nl.,195.211.75.53,89,207,
disco.datawonen.nl,datawonen.nl.,,89,,
disco.datawonen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,178,
disco.datawonen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,294,
disco.datawonen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,178,
disco.datawonen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,178,
disportal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,135,
disportal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,251,
disportal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,135,
disportal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,135,
dji.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,77,166,
dji.nl,ns3.rijksoverheidnl.org.,145.100.177.67,77,166,
dji.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,77,166,
dji.nl,ns0.rijksoverheidnl.com.,185.136.96.82,77,282,
dnadatabank.forensischinstituut.nl,ps4.platformrijksoverheid.nl.,,105,,
dnb.nl,a24-67.akam.net.,2.16.130.67,77,482,
dnb.nl,a3-67.akam.net.,96.7.49.67,77,482,
dnb.nl,a26-64.akam.net.,23.74.25.64,77,482,
dnb.nl,a18-66.akam.net.,95.101.36.66,77,482,
dnb.nl,a5-64.akam.net.,95.100.168.64,77,482,
dnb.nl,a1-13.akam.net.,193.108.91.13,77,482,
doc-direkt.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,136,
doc-direkt.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,136,
doc-direkt.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,252,
doc-direkt.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,136,
docebosaas.com,ns-196.awsdns-24.com.,205.251.192.196,85,715,
docebosaas.com,ns-611.awsdns-12.net.,205.251.194.99,85,715,
docebosaas.com,ns-1031.awsdns-00.org.,205.251.196.7,85,715,
docebosaas.com,ns-1759.awsdns-27.co.uk.,205.251.198.223,85,715,
docs.openkat.nl,minvws.github.io.,,86,,
doemeemetmdt.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,489,
doemeemetmdt.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,373,
doemeemetmdt.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,373,
doemeemetmdt.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,373,
doemeermettaal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,140,
doemeermettaal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,256,
doemeermettaal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,140,
doemeermettaal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,140,
domeinenrz.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,365,
domeinenrz.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,365,
domeinenrz.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,481,
domeinenrz.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,365,
donorgegevens.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,352,
donorgegevens.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,236,
donorgegevens.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,236,
donorgegevens.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,236,
donorregister.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,340,
donorregister.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,340,
donorregister.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,456,
donorregister.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,340,
doortrappen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
doortrappen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
doortrappen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
doortrappen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
dopingautoriteit.nl,ns0.rijksoverheidnl.com.,185.136.96.82,90,491,
dopingautoriteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,375,
dopingautoriteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,375,
dopingautoriteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,375,
dopinginfo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,136,
dopinginfo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,136,
dopinginfo.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,252,
dopinginfo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,136,
doping.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,80,132,
doping.nl,ns0.rijksoverheidnl.com.,185.136.96.82,80,248,
doping.nl,ns3.rijksoverheidnl.org.,145.100.177.67,80,132,
doping.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,80,132,
dopingwaaier.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,138,
dopingwaaier.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,254,
dopingwaaier.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,138,
dopingwaaier.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,138,
douane-inzicht.nl,ns0.transip.net.,195.135.195.195,88,158,
douane-inzicht.nl,ns2.transip.eu.,37.97.199.195,88,158,
douane-inzicht.nl,ns1.transip.nl.,195.8.195.195,88,158,
douane.nl,ns3.belastingdienst.nl.,85.159.96.53,80,398,
douane.nl,ns2.belastingdienst.nl.,85.159.100.53,80,398,
douane.nl,ns4.belastingdienst.nl.,147.181.112.4,80,398,
dp2022.deltaprogramma.nl,dp2021.deltaprogramma.nl.,46.182.180.88,95,123,
dp2023.deltaprogramma.nl,dp2021.deltaprogramma.nl.,46.182.180.88,95,299,
draaiboekpsie.nl,ns1.w-e-r-k.nl.,5.172.40.100,87,133,
draaiboekpsie.nl,ns2.ssc-campus.nl.,131.224.2.136,87,340,
draaiboekpsie.nl,ns2.w-e-r-k.nl.,31.200.209.176,87,133,
draaiboekpsie.nl,ns1.ssc-campus.nl.,131.224.2.135,87,340,
dranquilo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,135,
dranquilo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,135,
dranquilo.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,251,
dranquilo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,135,
drrteam-dsswater.nl,ns2.transip.eu.,37.97.199.195,90,322,
drrteam-dsswater.nl,ns1.transip.nl.,195.8.195.195,90,322,
drrteam-dsswater.nl,ns0.transip.net.,195.135.195.195,90,322,
drupaloverheid.nl,ns2.dictu.nl.,145.69.216.1,88,170,
drupaloverheid.nl,ns1.dictu.nl.,145.12.216.1,88,170,
dsta.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,130,
dsta.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,130,
dsta.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,130,
dsta.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,246,
duidelijk.gebruikercentraal.nl,plesk-live.nmp.ictu.nl.,,101,,
duo.nl,ns1.duo.nl.,194.171.77.37,77,1114,
duo.nl,ns2.surfnet.nl.,192.87.36.2,77,1086,
dus-i.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,79,225,
dus-i.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,79,225,
dus-i.nl,ns3.rijksoverheidnl.org.,145.100.177.67,79,225,
dus-i.nl,ns0.rijksoverheidnl.com.,185.136.96.82,79,341,
dustex.nl,ns1.w-e-r-k.nl.,5.172.40.100,80,126,
dustex.nl,ns1.ssc-campus.nl.,131.224.2.135,80,333,
dustex.nl,ns2.w-e-r-k.nl.,31.200.209.176,80,126,
dustex.nl,ns2.ssc-campus.nl.,131.224.2.136,80,333,
dutchculturekorea.com,ns.gabia.co.kr.,43.201.170.100,92,210,
dutchculturekorea.com,ns1.gabia.net.,121.254.178.133,92,210,
dutchculturekorea.com,ns.gabia.net.,211.234.124.90,92,210,
dutchculturekorea.com,ns1.gabia.co.kr.,121.78.117.39,92,210,
dutchcultureusa.com,ns2.rijksoverheidnl.eu.,94.228.142.136,90,142,
dutchcultureusa.com,ns3.rijksoverheidnl.org.,145.100.177.67,90,142,
dutchcultureusa.com,ns0.rijksoverheidnl.com.,185.136.96.82,90,257,
dutchcultureusa.com,ns1.rijksoverheidnl.nl.,178.22.85.27,90,142,
dutchdigitaldelta.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,464,
dutchdigitaldelta.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,348,
dutchdigitaldelta.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,348,
dutchdigitaldelta.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,348,
dutchdubai.com,lakas.ns.cloudflare.com.,108.162.193.194,85,109,
dutchdubai.com,lily.ns.cloudflare.com.,173.245.58.130,85,109,
dutchhousingpolicy.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,144,
dutchhousingpolicy.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,144,
dutchhousingpolicy.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,144,
dutchhousingpolicy.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,260,
dutchncca.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,153,
dutchncca.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,153,
dutchncca.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,153,
dutchncca.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,269,
dutchoffshorewindatlas.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,148,
dutchoffshorewindatlas.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,148,
dutchoffshorewindatlas.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,148,
dutchoffshorewindatlas.nl,ns0.rijksoverheidnl.com.,185.136.96.82,96,264,
dutchrapporteur.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
dutchrapporteur.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
dutchrapporteur.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
dutchrapporteur.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
dutchsocialmediaguide.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,147,
dutchsocialmediaguide.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,147,
dutchsocialmediaguide.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,147,
dutchsocialmediaguide.nl,ns0.rijksoverheidnl.com.,185.136.96.82,95,263,
duurzaamdoor.nl,ns2.dictu.nl.,145.69.216.1,86,277,
duurzaamdoor.nl,ns1.dictu.nl.,145.12.216.1,86,277,
duurzaamheidsroutea35.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,147,
duurzaamheidsroutea35.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,147,
duurzaamheidsroutea35.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,147,
duurzaamheidsroutea35.nl,ns0.rijksoverheidnl.com.,185.136.96.82,95,263,
duurzameinzetbaarheid.nl,ns0.rijksoverheidnl.com.,185.136.96.82,95,263,
duurzameinzetbaarheid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,147,
duurzameinzetbaarheid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,147,
duurzameinzetbaarheid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,147,
dv2030.nl,ns2.ssc-campus.nl.,131.224.2.136,80,333,
dv2030.nl,ns2.w-e-r-k.nl.,31.200.209.176,80,126,
dv2030.nl,ns1.ssc-campus.nl.,131.224.2.135,80,333,
dv2030.nl,ns1.w-e-r-k.nl.,5.172.40.100,80,126,
dwangindezorg.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,255,
dwangindezorg.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,255,
dwangindezorg.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,255,
dwangindezorg.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,371,
dynamo-hia.eu,ns2.ssc-campus.nl.,131.224.2.136,84,339,
dynamo-hia.eu,ns2.w-e-r-k.nl.,31.200.209.176,84,130,
dynamo-hia.eu,ns1.ssc-campus.nl.,131.224.2.135,84,339,
dynamo-hia.eu,ns1.w-e-r-k.nl.,5.172.40.100,84,130,
earonline.nl,ns0.rijksoverheidnl.com.,185.136.96.82,83,251,
earonline.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,83,135,
earonline.nl,ns3.rijksoverheidnl.org.,145.100.177.67,83,135,
earonline.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,83,135,
ecad.eu,ns2.surfnet.nl.,192.87.36.2,78,158,
ecad.eu,ns2.ssc-campus.nl.,131.224.2.136,78,186,
ecad.eu,ns1.ssc-campus.nl.,131.224.2.135,78,186,
ecad.eu,ns1.surfnet.nl.,192.87.106.101,78,158,
e-cert.nl,ns0.rijksoverheidnl.com.,185.136.96.82,80,248,
e-cert.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,80,132,
e-cert.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,80,132,
e-cert.nl,ns3.rijksoverheidnl.org.,145.100.177.67,80,132,
eentegeneenzaamheid.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,261,
eentegeneenzaamheid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,145,
eentegeneenzaamheid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,145,
eentegeneenzaamheid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,145,
eenzaam.nl,ns0.rijksoverheidnl.com.,185.136.96.82,81,269,
eenzaam.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,81,153,
eenzaam.nl,ns3.rijksoverheidnl.org.,145.100.177.67,81,153,
eenzaam.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,81,153,
eerstekamer.nl,ns2.transip.eu.,37.97.199.195,85,405,
eerstekamer.nl,ns1.transip.nl.,195.8.195.195,85,405,
eerstekamer.nl,ns0.transip.net.,195.135.195.195,85,405,
efeat.org,ns1.w-e-r-k.nl.,5.172.40.100,80,126,
efeat.org,ns1.ssc-campus.nl.,131.224.2.135,80,335,
efeat.org,ns2.w-e-r-k.nl.,31.200.209.176,80,126,
efeat.org,ns2.ssc-campus.nl.,131.224.2.136,80,335,
efsca.org,ns2.nifv.nl.,81.26.208.160,80,332,
efsca.org,ns1.nifv.nl.,81.26.219.100,80,332,
egvap.knmi.nl,egvap-validations.pub.knmi.cloud.,,84,,
eherkenning.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,192,
eherkenning.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,192,
eherkenning.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,192,
eherkenning.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,308,
eigenkracht.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
eigenkracht.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
eigenkracht.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
eigenkracht.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
eindtoetspo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,157,
eindtoetspo.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,273,
eindtoetspo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,157,
eindtoetspo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,157,
eiti.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,130,
eiti.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,130,
eiti.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,130,
eiti.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,246,
elearning.dopingautoriteit.nl,daws1.dopingautoriteit.nl.,,100,,
elevate-climate.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
elevate-climate.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
elevate-climate.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
elevate-climate.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
elkeregiotelt.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,255,
elkeregiotelt.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,139,
elkeregiotelt.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,139,
elkeregiotelt.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,139,
emaddc.com,ns1.rijksoverheidnl.nl.,178.22.85.27,81,133,
emaddc.com,ns2.rijksoverheidnl.eu.,94.228.142.136,81,133,
emaddc.com,ns0.rijksoverheidnl.com.,185.136.96.82,81,248,
emaddc.com,ns3.rijksoverheidnl.org.,145.100.177.67,81,133,
emancipatienota.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,141,
emancipatienota.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,141,
emancipatienota.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,257,
emancipatienota.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,141,
emissieautoriteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,422,
emissieautoriteit.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,538,
emissieautoriteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,422,
emissieautoriteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,422,
emissieregistratie.nl,ns2.surfnet.nl.,192.87.36.2,92,138,
emissieregistratie.nl,ns2.ssc-campus.nl.,131.224.2.136,92,345,
emissieregistratie.nl,ns1.ssc-campus.nl.,131.224.2.135,92,345,
emissieregistratie.nl,ns1.surfnet.nl.,192.87.106.101,92,138,
emissionsauthority.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,234,
emissionsauthority.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,234,
emissionsauthority.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,234,
emissionsauthority.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,350,
e-mjv.nl,ns1.ssc-campus.nl.,131.224.2.135,79,332,
e-mjv.nl,ns1.w-e-r-k.nl.,5.172.40.100,79,125,
e-mjv.nl,ns2.w-e-r-k.nl.,31.200.209.176,79,125,
e-mjv.nl,ns2.ssc-campus.nl.,131.224.2.136,79,332,
emm-online.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,252,
emm-online.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,136,
emm-online.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,136,
emm-online.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,136,
emnnetherlands.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,145,
emnnetherlands.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,145,
emnnetherlands.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,261,
emnnetherlands.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,145,
energiehout.com,ns2.rijksoverheidnl.eu.,94.228.142.136,86,173,
energiehout.com,ns0.rijksoverheidnl.com.,185.136.96.82,86,288,
energiehout.com,ns1.rijksoverheidnl.nl.,178.22.85.27,86,173,
energiehout.com,ns3.rijksoverheidnl.org.,145.100.177.67,86,173,
energieoprijksgrond.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,196,
energieoprijksgrond.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,196,
energieoprijksgrond.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,196,
energieoprijksgrond.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,312,
energierijkdenhaag.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,144,
energierijkdenhaag.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,260,
energierijkdenhaag.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,144,
energierijkdenhaag.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,144,
energieslag.rvo.nl,odcn.pleio.nl.,,89,,
energiesubsidiewijzer.nl,ns2.vevida.net.,77.94.248.31,95,170,
energiesubsidiewijzer.nl,ns1.vevida.net.,77.94.248.29,95,170,
energiesubsidiewijzer.nl,ns3.vevida.com.,77.94.248.30,95,170,
english.aivd.nl,ps2.platformrijksoverheid.nl.,,86,,
english.autoriteitnvs.nl,ps4.platformrijksoverheid.nl.,,95,,
english.awti.nl,ps3.platformrijksoverheid.nl.,,86,,
english.belastingdienst-cn.nl,ps2.platformrijksoverheid.nl.,,100,,
english.bigregister.nl,ps3.platformrijksoverheid.nl.,,93,,
english.cannabisbureau.nl,ps3.platformrijksoverheid.nl.,,96,,
english.cbgjaarverslag.nl,ps3.platformrijksoverheid.nl.,,96,,
english.cbg-meb.nl,ps3.platformrijksoverheid.nl.,,89,,
english.ccmo.nl,ps3.platformrijksoverheid.nl.,,86,,
english.collegevanrijksadviseurs.nl,ps2.platformrijksoverheid.nl.,,106,,
english.ctgb.nl,ps1.platformrijksoverheid.nl.,,86,,
english.ctivd.nl,ps1.platformrijksoverheid.nl.,,87,,
english.ctpveldzicht.nl,www.ctpveldzicht.nl.,,94,,
english.cultureelerfgoed.nl,ps3.platformrijksoverheid.nl.,,98,,
english.defensie.nl,www.defensie.nl.,,90,,
english.deltaprogramma.nl,ps4.platformrijksoverheid.nl.,,96,,
english.dggf.nl,ps3.platformrijksoverheid.nl.,,86,,
english.dienstterugkeerenvertrek.nl,ps4.platformrijksoverheid.nl.,,106,,
english.domeinenrz.nl,ps2.platformrijksoverheid.nl.,,92,,
english.donorregister.nl,ps3.platformrijksoverheid.nl.,,95,,
english.dsta.nl,ps2.platformrijksoverheid.nl.,,86,,
english.euthanasiecommissie.nl,ps3.platformrijksoverheid.nl.,,101,,
english.farmatec.nl,ps3.platformrijksoverheid.nl.,,90,,
english.igj.nl,ps3.platformrijksoverheid.nl.,,85,,
english.ilent.nl,ps4.platformrijksoverheid.nl.,,87,,
english.inspectie-oe.nl,ps3.platformrijksoverheid.nl.,,94,,
english.iob-evaluatie.nl,ps3.platformrijksoverheid.nl.,,95,,
english.kabinetvandekoning.nl,ps1.platformrijksoverheid.nl.,,100,,
english.kiesraad.nl,ps2.platformrijksoverheid.nl.,,90,,
english.kimnet.nl,ps4.platformrijksoverheid.nl.,,88,,
english.knmidata.nl,ps4.platformrijksoverheid.nl.,,90,,
english.loketkennisveiligheid.nl,ps3.platformrijksoverheid.nl.,,103,,
english.marechaussee.nl,ps1.platformrijksoverheid.nl.,,94,,
english.mh17magazine.nl,ps4.platformrijksoverheid.nl.,,94,,
english.mijncn.nl,ps2.platformrijksoverheid.nl.,,88,,
english.ncadierproevenbeleid.nl,ps1.platformrijksoverheid.nl.,,102,,
english.ncsc.nl,ps4.platformrijksoverheid.nl.,,86,,
english.nctv.nl,ps4.platformrijksoverheid.nl.,,86,,
english.ndw.nu,ps4.platformrijksoverheid.nl.,,85,,
english.nrgd.nl,ps4.platformrijksoverheid.nl.,,86,,
english.nvwa.nl,ps1.platformrijksoverheid.nl.,,86,,
english.onderwijsinspectie.nl,ps3.platformrijksoverheid.nl.,,100,,
english.postedworkers.nl,ps3.platformrijksoverheid.nl.,,95,,
english.rda.nl,ps1.platformrijksoverheid.nl.,,85,,
english.rekenkamer.nl,ps2.platformrijksoverheid.nl.,,92,,
english.rijksdienstcn.com,ps2.platformrijksoverheid.nl.,,96,,
english.rivmmagazines.nl,ps3.platformrijksoverheid.nl.,,95,,
english.rvomagazines.nl,ps1.platformrijksoverheid.nl.,,94,,
english.scp.nl,ps3.platformrijksoverheid.nl.,,85,,
english.sso3w.nl,ps3.platformrijksoverheid.nl.,,87,,
english.two-acs.com,ps2.platformrijksoverheid.nl.,,90,,
english.uitvoeringvanbeleidszw.nl,ps3.platformrijksoverheid.nl.,,104,,
english.vnacs.nl,ps2.platformrijksoverheid.nl.,,87,,
english.waterenklimaat.nl,ps4.platformrijksoverheid.nl.,,96,,
english.wodc.nl,ps4.platformrijksoverheid.nl.,,86,,
english.wrr.nl,ps1.platformrijksoverheid.nl.,,85,,
english.zorginstituutnederland.nl,ps3.platformrijksoverheid.nl.,,104,,
en.rli.nl,www.rli.nl.,,80,,
enwinfo.nl,ns3.rijksoverheidnl.org.,145.100.177.67,81,133,
enwinfo.nl,ns0.rijksoverheidnl.com.,185.136.96.82,81,249,
enwinfo.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,81,133,
enwinfo.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,81,133,
ep-online.nl,ns1.dictu.nl.,145.12.216.1,83,167,
ep-online.nl,ns2.dictu.nl.,145.69.216.1,83,167,
equal-life.eu,ns1.w-e-r-k.nl.,5.172.40.100,84,156,
equal-life.eu,ns2.ssc-campus.nl.,131.224.2.136,84,365,
equal-life.eu,ns2.w-e-r-k.nl.,31.200.209.176,84,156,
equal-life.eu,ns1.ssc-campus.nl.,131.224.2.135,84,365,
erelijst.nl,a1-191.akam.net.,193.108.91.191,82,248,
erelijst.nl,a12-66.akam.net.,184.26.160.66,82,248,
erelijst.nl,a3-66.akam.net.,96.7.49.66,82,248,
erelijst.nl,a28-64.akam.net.,95.100.173.64,82,248,
erelijst.nl,a4-65.akam.net.,72.246.46.65,82,248,
erelijst.nl,a7-66.akam.net.,23.61.199.66,82,248,
erfgoeddeal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,253,
erfgoeddeal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,137,
erfgoeddeal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,137,
erfgoeddeal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,137,
erfgoedmonitor.cultureelerfgoed.nl,cname-erfgoed.databank.nl.,,105,,
e-rihs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,80,213,
e-rihs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,80,213,
e-rihs.nl,ns0.rijksoverheidnl.com.,185.136.96.82,80,329,
e-rihs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,80,213,
ertms.nl,ns4.firstfind.nl.,5.157.87.222,79,364,
ertms.nl,ns3.firstfind.nl.,5.157.86.222,79,364,
ertms.nl,ns5.firstfind.net.,178.128.248.2,79,364,
espacenet.com,name.lon.gblx.net.,64.215.98.147,84,484,
espacenet.com,name.jfk.gblx.net.,64.212.106.87,84,484,
etoegang.nl,ns3.rijksoverheidnl.org.,145.100.177.67,82,196,
etoegang.nl,ns0.rijksoverheidnl.com.,185.136.96.82,82,312,
etoegang.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,82,196,
etoegang.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,82,196,
eucaris.net,ns0067.secondary.cloudflare.com.,162.159.32.68,82,125,
eucaris.net,ns0142.secondary.cloudflare.com.,162.159.33.17,82,125,
